Latitude,Longitude,Cd (mg/kg),Cr (mg/kg),Ni (mg/kg),Pb (mg/kg),Zn (mg/kg),Cu (mg/kg),Co (mg/kg)
-27.5361,28.3929,0.0190,0.0000,7.1690,4.4810,0.3500,11.1100,7.3200
-26.9835,29.4502,0.0170,0.0000,3.9760,12.6220,0.5200,11.2200,6.4500
-26.9591,29.6055,0.0050,0.0000,0.6050,7.4820,0.1800,2.8300,2.0200
-27.2051,29.5042,0.0040,1.0720,0.1840,2.5380,0.2100,0.5900,0.2050
-26.9428,29.3848,0.0220,0.1180,1.3880,3.2340,3.2500,6.1400,7.0800
-27.0859,32.5162,0.0310,0.0000,11.0740,1.3150,1.2800,8.9000,11.1700
-27.2051,29.5042,0.0100,0.0000,6.6770,4.4790,0.4600,7.1000,9.0200
-27.2355,31.0234,0.0050,0.0000,0.1250,7.6560,0.1500,1.1500,0.4500
-27.4292,32.3812,0.0080,0.0000,0.6130,4.0410,0.1700,1.5800,1.9200
-27.5707,28.9051,0.0040,0.0000,0.3670,3.6260,0.2600,1.8700,1.1900
-27.7166,28.7795,0.0130,0.0000,1.3830,5.5100,0.3800,2.6200,1.4800
-27.7514,29.0757,0.0040,0.0000,0.1020,1.7900,0.0800,1.1800,1.0700
-27.7268,29.2525,0.0050,0.0000,0.0790,5.8520,0.1100,1.8100,0.4800
-27.7078,29.272,0.0040,0.0000,0.1190,2.2870,0.1300,0.7000,0.6200
-27.603,30.5306,0.0070,0.0000,0.1700,7.4250,0.2500,1.5000,0.5400
-27.6014,32.2587,0.0090,0.0000,0.2490,10.1080,0.2400,1.7700,1.2700
-27.5309,29.724,0.0040,0.0000,0.1050,16.1190,0.2300,2.2500,0.7100
-27.7419,31.0075,0.0140,0.0000,0.5650,8.0070,1.0100,2.4100,2.0900
-27.7424,31.0899,0.0050,0.0000,0.0840,8.7880,0.2200,1.0100,1.6200
-27.7231,29.6317,0.0040,0.0000,0.1440,2.9060,0.2900,1.0000,0.8500
-27.772,29.2859,0.0330,0.0000,1.2770,13.5060,2.7700,3.1700,1.2900
-27.8333,31.3196,0.0500,0.0000,0.2600,4.8260,0.2300,1.2000,0.7000
-33.3543,19.3576,0.0070,0.2200,0.4300,1.0850,0.6600,1.0700,2.6500
-33.3422,19.3001,0.0360,0.2140,0.1460,86.8730,1.8000,2.3300,0.1210
-33.3505,19.4621,0.0050,0.2030,0.0690,1.4550,0.3100,0.2310,0.3670
-33.7943,19.591,0.0050,0.2380,0.3560,0.9920,0.5300,0.4800,0.7800
-33.7203,19.3341,0.0420,0.2540,35.5130,2.0580,0.4010,3.0400,15.0800
-33.7111,19.3505,0.0100,0.2090,0.4110,0.9240,0.4400,0.3600,0.1730
-33.6243,19.3656,0.0110,0.2250,0.9890,4.7060,1.8200,1.5500,2.2600
-33.539,21.3668,0.0250,0.2980,0.6470,1.4900,1.4500,1.1200,0.8700
-33.6019,21.7088,0.0350,0.3100,0.7060,3.4560,0.6900,1.2700,1.3700
-33.4667,21.3167,0.0090,0.0000,0.1790,4.0740,0.4600,0.2310,0.2820
-30.9829,30.2728,0.0530,0.3050,0.9590,3.0730,1.4800,3.0800,4.1000
-33.491,21.3643,0.0280,0.3270,0.7920,1.3980,0.7600,1.7300,0.6700
-33.6014,22.4774,0.0090,0.2980,0.4330,1.6810,1.1100,0.9900,0.7600
-33.6419,22.076,0.0150,0.2970,0.9940,2.1230,1.0000,1.0600,1.8700
-33.6429,22.0784,0.0120,0.2640,0.6410,1.3440,0.8300,0.9100,1.2500
-33.6439,22.071,0.0230,0.7880,0.9130,1.5180,0.9400,1.3800,0.6900
-33.5,21.2333,0.0080,0.0000,0.1050,1.7570,0.6600,0.3200,0.5200
-33.2167,21.4833,0.0190,0.0000,1.2560,5.8620,1.2100,2.9200,4.0600
-33.5167,21.1667,0.0460,0.0000,0.4330,5.8400,1.6100,2.0800,0.6800
-33.5326,21.1166,0.0340,0.3690,0.7330,3.8040,0.8200,1.4200,1.6600
-33.5734,21.214,0.0120,0.2920,0.7100,1.6940,0.7400,0.7800,1.3000
-27.4813,30.6382,0.0310,0.2210,0.2050,2.1740,0.2410,0.8970,0.1460
-27.4449,30.7397,0.0040,0.0000,0.0520,19.1150,0.1900,0.4300,0.0830
-27.4055,30.6624,0.0070,0.0000,0.1990,4.3120,1.1100,1.3000,0.8900
-27.3659,30.6424,0.0040,0.0000,0.0530,9.7450,0.2800,5.0100,2.8000
-27.369,30.6408,0.0030,0.0000,0.0430,14.5880,0.1700,3.3500,0.7500
-27.6788,30.8987,0.0100,0.0000,0.3420,10.8200,0.5200,1.7000,0.7400
-27.6403,31.2037,0.0050,0.0000,0.2910,43.3290,0.1500,1.6900,1.2700
-27.6725,31.1937,0.0120,0.0000,0.2060,24.5820,1.0500,2.1700,1.9400
-27.7277,31.0398,0.0040,0.0000,0.0430,12.3940,0.2500,1.1100,0.1110
-27.6273,31.3793,0.0000,0.0000,0.0010,0.8340,0.1100,1.1100,0.1210
-27.5278,31.4051,0.0060,0.3170,5.2410,4.6350,1.0100,7.4800,12.9100
-27.4735,30.6712,0.0020,0.5810,0.0490,8.1970,0.2500,1.6300,0.4800
-27.8719,30.5717,0.0020,0.6120,0.1250,4.2460,0.1800,0.7500,0.6900
-27.8533,30.6425,0.0000,0.7110,0.0130,2.7190,0.2500,0.3200,0.1590
-27.8344,31.3233,0.0010,0.8310,0.1250,17.1200,0.3400,4.8000,0.5700
-27.8333,31.3196,0.0070,0.7710,0.2010,5.8580,0.4600,1.3500,2.1200
-28.2238,29.417,0.0060,0.3640,0.0920,1.8080,0.2630,0.8800,0.3280
-28.4893,29.1612,0.0080,0.4130,0.5190,4.9120,0.2650,1.9500,0.9800
-28.4465,29.0681,0.0100,0.1850,0.9740,2.6080,0.2500,3.2100,2.8300
-27.7662,28.6768,0.0040,0.8500,0.1910,4.7730,0.7400,1.5100,0.7400
-27.9471,28.685,0.0050,0.7830,0.2200,7.5060,0.3700,1.1700,1.2500
-28.2631,28.5891,0.0070,0.1910,0.2740,3.1180,0.3400,1.2500,0.9300
-28.2275,28.5525,0.0030,0.1950,0.1900,0.5030,0.2400,0.5900,0.3400
-28.3946,28.6034,0.0140,0.3690,0.5040,3.5300,0.9000,1.5800,1.2100
-28.531,28.6538,0.0130,0.2840,0.1660,0.8580,0.3000,1.4700,0.4800
-28.5075,28.6833,0.0180,0.3060,0.6070,3.2910,0.7400,1.8600,1.5100
-26.3084,29.4126,0.0040,1.0910,1.3980,8.9650,0.2000,2.9500,3.8400
-26.3506,29.2958,0.0050,0.9810,1.7220,12.4450,0.6000,3.0700,9.9200
-26.3007,29.29,0.0080,1.7200,0.3060,6.4950,0.3100,1.8100,1.8100
-26.2111,29.3027,0.0010,0.9880,0.0550,4.0840,0.1300,0.7500,0.2410
-26.5256,29.2405,0.0290,0.0070,1.6870,0.7040,1.3600,11.7800,1.6200
-26.6834,29.0256,0.0100,0.8930,4.9120,10.0250,0.2000,5.0500,8.1300
-26.2408,28.8268,0.0030,0.8880,0.5150,5.6750,0.1400,2.6000,1.5100
-26.1485,28.7322,0.0020,0.8570,0.0270,7.2520,0.2800,1.9500,1.7300
-26.2736,28.5738,0.0020,0.9240,0.3820,3.4950,0.1200,1.4800,0.4600
-26.5886,28.5682,0.0030,0.8930,2.8410,8.2810,0.3200,4.8100,5.0900
-25.6028,28.3333,0.0260,0.1940,1.9340,6.0330,1.5400,3.0600,7.7800
-25.5972,28.3319,0.0050,0.1790,0.2210,0.8190,0.4900,0.6100,1.1200
-25.6042,28.2653,0.0110,0.2630,0.8380,2.0260,0.3400,2.1700,0.9200
-25.6042,28.3347,0.0170,0.3070,4.6910,3.5030,0.8300,3.7900,5.9200
-25.6056,28.3361,0.0230,0.1770,4.6380,7.7240,1.9400,3.7800,10.6000
-25.6014,28.3361,0.0080,0.1640,0.6110,3.8440,1.2600,1.3500,3.2400
-25.6,28.3333,0.0040,0.1630,0.3590,2.7310,0.6500,0.8000,2.5600
-25.6,28.3306,0.0090,0.1650,1.2710,2.9370,0.6200,4.3800,7.4800
-30.0493,25.3337,0.0470,0.1730,3.0390,2.9400,0.9400,4.0900,6.1800
-30.0931,25.1817,0.0320,0.1630,1.7780,2.3560,0.3800,2.6200,4.6400
-29.4919,24.9194,0.0090,0.8900,0.2220,3.7870,0.3600,1.5200,0.2070
-29.4869,24.8539,0.0180,0.8530,1.2830,12.8970,0.6200,2.5900,3.0500
-29.4907,24.8103,0.0260,0.8170,0.8710,17.0170,0.7700,2.8400,3.3100
-30.2444,25.55,0.0440,0.1920,3.1690,1.8000,0.7400,4.9700,8.0600
-29.6987,24.4089,0.0050,0.9080,0.1500,0.6240,0.2100,0.5400,0.1210
-29.8306,24.6194,0.0100,0.5330,0.6760,4.2830,0.1600,1.1900,2.9700
-29.8411,24.5566,0.0070,0.6870,0.4150,2.8840,0.1900,0.9900,1.8900
-29.7711,24.5859,0.0160,0.7600,0.2570,6.6760,0.4000,1.5000,0.7000
-29.6103,24.8046,0.0060,0.7300,0.3880,4.3730,0.1400,0.7900,1.3500
-29.6249,24.8262,0.0060,0.7730,0.5190,6.4210,0.0400,1.0600,2.1200
-29.6292,25.1519,0.0060,0.7800,0.5690,4.7910,0.1900,1.5500,1.5500
-29.6336,25.1253,0.0100,0.7920,0.8190,9.6450,0.3200,1.8700,3.5200
-29.4453,24.9817,0.0170,0.9090,0.8500,8.9000,0.3400,2.2600,3.0100
-29.979,25.2037,0.0200,0.8610,1.9720,10.8670,0.5400,3.9200,6.9800
-29.9914,25.1987,0.0120,0.8960,0.5550,7.4630,0.3900,3.1600,0.9600
-30.0253,25.3128,0.0190,0.1660,2.6100,1.3930,0.2200,2.9800,4.5700
-30.4411,25.4874,0.0170,0.1740,1.7890,0.3230,0.2700,3.0100,8.2100
-30.4685,25.4838,0.0470,0.2200,3.6000,2.4310,1.8100,5.6100,6.1300
-30.4643,25.4575,0.0290,0.2080,2.5010,2.0550,0.4200,2.7800,5.7700
-30.2492,25.3373,0.0250,0.2110,3.8700,0.7390,0.3800,5.7400,6.7000
-30.2894,25.2844,0.0190,0.2160,0.8310,2.2660,0.7100,1.8300,2.6700
-30.4118,25.4174,0.0470,0.2000,5.1270,4.1380,1.4200,4.0100,8.0100
-30.3494,27.1954,0.0140,0.2350,1.0570,1.1380,0.5800,1.8800,2.0700
-30.3873,27.3256,0.0080,0.2420,0.3400,0.4640,0.4200,0.7200,0.6000
-30.3692,27.1547,0.0080,0.1760,0.5280,1.1200,0.6900,1.1400,2.0500
-30.3861,27.156,0.0080,0.2810,0.4650,0.5630,0.3180,0.4800,0.6400
-30.4409,27.0781,0.0180,0.3190,1.5800,3.5090,0.9200,2.2200,3.4000
-30.4399,26.6475,0.0040,0.2770,0.3450,0.6720,0.2400,0.7500,0.8300
-30.3298,26.5977,0.0560,0.3100,1.6800,1.7190,2.8400,1.8700,3.6600
-29.8481,27.0919,0.0050,0.8880,0.3570,5.7000,0.2000,1.4500,0.9700
-29.8193,27.0848,0.0210,0.3140,0.7260,1.3530,0.7400,1.4100,2.4800
-30.2208,26.8555,0.0390,0.1980,1.1300,2.6310,1.2200,1.6200,2.4800
-30.4158,25.9058,0.0260,0.1940,0.8620,1.6910,1.0200,1.3100,2.9200
-30.3131,26.1039,0.0420,0.1970,2.1400,3.3450,0.6800,2.4100,3.1500
-30.1438,26.098,0.0450,0.2560,2.3750,4.3390,1.5600,0.9500,3.0300
-30.0163,26.0898,0.0310,0.2200,2.2150,2.0170,0.5900,2.5900,4.2900
-30.2355,26.4468,0.0240,0.2220,1.5250,1.4160,0.9400,2.3500,3.5000
-29.0659,26.382,0.0130,0.8890,2.5210,15.1750,0.2000,3.3400,3.4500
-28.9646,26.596,0.0130,0.9430,2.3710,15.0300,0.2100,3.4000,3.3400
-28.9297,26.3735,0.0200,0.9190,1.9360,10.6400,0.7000,3.4800,3.7300
-29.2762,26.2911,0.0040,1.0150,0.4650,4.5100,0.1600,1.6000,1.5100
-29.1251,26.3835,0.0070,0.8700,0.4950,7.6020,0.3400,1.3900,2.2000
-29.0684,26.333,0.0050,1.0830,0.6520,3.7430,0.1700,0.8400,1.3000
-28.9818,26.0379,0.0050,1.0430,0.6360,6.8820,0.2800,0.6600,1.9600
-28.8571,26.1388,0.0160,0.4970,1.2100,9.8000,0.9300,2.9600,4.1800
-29.1799,25.937,0.0050,1.0240,0.7720,9.4600,0.3400,1.7200,2.6500
-29.136,26.1229,0.0050,1.0850,0.5670,4.8480,0.9700,1.1500,2.0600
-29.3086,26.3523,0.0090,1.5240,1.3250,7.5750,0.3700,2.8200,2.6800
-28.9082,26.1685,0.0040,1.6440,0.4520,4.2670,0.1500,0.6200,1.3300
-28.9918,25.9935,0.0050,1.3860,1.0310,3.2430,0.2200,1.1000,1.8700
-28.874,25.9235,0.0120,1.1890,0.8680,5.3930,0.1500,1.9600,1.7600
-29.0947,26.0453,0.0090,1.0460,2.4250,3.8560,0.2200,2.2800,4.6000
-28.168,26.8252,0.0070,1.0730,0.6390,6.2270,0.4400,0.4400,2.2600
-28.0345,26.8348,0.0040,1.1610,0.4420,4.2270,0.5600,0.3800,1.1600
-28.098,26.7242,0.0060,1.0650,0.5520,4.3250,0.2200,0.5600,2.3400
-28.6879,26.1157,0.0070,1.1130,0.8940,3.9230,0.2300,1.4000,1.8800
-28.1602,26.6755,0.0060,1.0710,0.8220,10.0150,0.2600,1.4900,2.1800
-28.2741,26.424,0.0040,1.2300,0.3160,6.6390,0.1100,0.3900,1.2400
-28.4518,26.5135,0.0060,1.2760,1.1530,5.3140,0.4700,1.1000,2.5900
-28.4764,26.5653,0.0050,1.3080,0.6030,3.6570,0.2400,1.5200,1.3300
-28.6074,26.8149,0.0050,1.3090,0.6580,10.7730,0.1700,1.2900,3.0400
-28.6193,25.9966,0.0130,1.3680,1.5970,8.6110,0.2800,2.5000,3.5600
-28.7269,25.5411,0.0080,0.0950,0.2470,3.5620,0.2800,2.0400,0.0700
-28.7986,25.4992,0.0300,0.1070,0.7750,6.2620,0.4300,2.8600,0.7400
-28.5429,25.2058,0.0120,0.0330,0.6350,2.7660,0.3400,0.8250,1.2040
-28.529,25.0697,0.0080,0.0720,1.5630,1.5940,0.2600,2.1500,2.8600
-28.4342,25.2508,0.0070,0.1050,0.3830,0.7610,0.5800,0.8700,0.5200
-28.7003,25.3918,0.0140,0.0990,0.9210,4.2870,0.3700,1.8200,1.5500
-28.402,25.6088,0.0070,0.0160,1.0010,2.0900,0.2700,1.5000,2.5000
-28.7023,25.8943,0.0030,0.0070,0.4010,2.0100,0.2400,0.5900,1.2500
-28.5668,25.5166,0.0140,0.0000,2.6040,4.3330,0.3000,3.4500,4.9400
-28.5594,26.3254,0.0100,0.0280,1.5410,4.5030,0.6900,2.6000,3.1900
-28.5072,26.3254,0.0040,0.0230,0.6070,4.7200,0.1800,1.3600,2.7700
-28.183,25.4742,0.0040,0.0950,0.9080,4.3810,0.1000,1.1200,3.0600
-28.208,25.4779,0.0030,0.0000,0.2690,1.4290,0.1400,0.3600,0.6800
-28.2248,25.4172,0.0040,0.0620,0.6410,2.0150,0.2200,0.4400,1.5000
-28.0905,25.3364,0.0030,0.0680,0.3010,1.2640,0.0900,0.4000,0.4930
-27.9576,29.9064,0.0080,0.0000,1.6370,1.7540,0.7190,3.0300,3.2900
-28.5077,25.5891,0.0040,0.0000,0.3680,2.7270,0.1900,0.4600,0.8600
-30.1209,27.2068,0.0140,0.2440,0.9090,0.6200,0.3600,1.8900,0.8300
-30.1385,27.1998,0.0070,0.2640,0.3760,0.5890,4.5200,1.0100,0.5400
-30.0307,27.2206,0.0050,0.2160,0.2850,1.1340,0.3960,1.1200,0.4300
-30.1059,27.1834,0.0080,0.5770,0.6390,0.9920,0.5000,1.2400,0.9700
-30.2061,27.1541,0.0080,0.6100,0.6310,0.8990,0.5300,1.3700,1.6700
-30.1229,27.1351,0.0090,0.5450,0.4490,0.5470,0.3600,1.1200,0.5600
-29.7016,26.8181,0.0060,0.0000,0.4730,2.8030,0.5000,1.0600,1.1400
-29.6656,26.762,0.0130,0.0000,0.9110,3.6090,1.4300,2.0200,1.3400
-30.5513,26.4478,0.0250,0.3880,0.8410,1.2590,1.1700,1.7400,1.9500
-30.4224,26.7976,0.0320,0.6220,1.8860,1.2810,0.8600,4.9500,6.8000
-30.6157,26.565,0.0200,0.4360,0.5610,2.2160,0.6300,1.5800,1.5300
-30.5298,26.4404,0.0350,0.2910,1.2630,0.7110,0.5000,2.8800,8.1500
-29.8517,25.5561,0.0110,0.0000,0.8920,1.7960,0.2500,2.0700,2.8000
-29.8253,25.4408,0.0240,0.0000,2.4570,5.3910,1.4800,2.7900,5.9000
-29.8086,25.4419,0.0130,0.0000,2.6450,2.1500,0.4700,2.2700,3.9400
-30.0529,25.8372,0.0240,0.2990,3.1050,1.3350,1.1300,4.0900,5.1900
-29.9959,26.0307,0.0050,0.0070,0.8090,2.8520,0.3400,1.4700,2.2300
-29.8099,26.0963,0.0140,0.0000,1.0490,4.1710,0.8200,1.5700,2.6200
-29.8,26.005,0.0150,0.0160,3.9160,9.1470,0.3100,3.7600,4.1300
-30.0261,25.9319,0.0180,0.2850,0.7680,1.0480,0.4600,1.3000,1.3800
-29.9863,26.0406,0.0180,0.0000,1.0300,3.9950,1.4200,1.6400,2.4000
-29.7932,25.9909,0.0450,0.0000,1.7640,11.4830,1.7900,2.6100,4.0400
-29.7807,26.1119,0.0110,0.1330,1.6390,6.4230,0.6800,2.0800,2.9400
-29.8797,25.6076,0.0260,0.0000,2.1020,9.4960,2.2200,2.9800,4.4200
-29.8168,25.5097,0.0420,0.0000,1.6760,7.8240,1.3700,3.4600,3.6700
-29.8807,25.4607,0.0280,0.0000,2.7670,6.8630,0.8700,3.7200,6.4600
-29.9956,25.7241,0.0110,0.1260,0.9240,4.5180,0.9600,1.4900,1.4900
-30.1016,26.6224,0.0230,0.3430,0.7140,1.1910,0.5400,1.1700,1.4000
-26.1332,24.3632,0.0030,0.0150,0.2610,2.5270,0.1500,0.1910,0.7990
-26.1401,24.3612,0.0020,0.0000,0.1180,1.3540,0.2400,0.1990,0.3630
-26.1743,24.3841,0.0020,0.0000,0.2310,1.2960,0.4300,0.1870,0.4300
-27.0166,20.0677,0.0140,0.3040,0.2660,1.5180,0.4780,0.5770,0.8020
-27.4673,20.114,0.0060,0.2870,0.2700,0.7880,0.7030,0.4950,0.7770
-28.64,21.13,0.0020,0.4180,1.4460,0.5900,1.1910,1.5800,0.6730
-27.8992,22.1759,0.0010,0.3440,0.1610,0.2430,0.5400,0.1520,0.3020
-28.02,22.4,0.0030,0.4230,1.7490,0.9910,1.1450,1.1150,0.7400
-27.9465,22.4508,0.0090,0.3270,0.0820,0.2900,0.2880,0.0790,0.2420
-28.1708,23.0833,0.0210,0.3970,3.1900,1.0770,1.5140,1.8720,1.7670
-27.8759,23.4129,0.0640,0.3310,0.0830,0.3260,0.4120,0.1780,0.5400
-27.6077,23.7397,0.0140,0.2940,0.6210,0.7080,0.4000,0.4400,1.4100
-27.8055,22.5117,0.0040,0.2640,0.2600,0.4140,0.2710,0.3270,0.4590
-27.8665,22.6048,0.0050,0.2870,1.0210,0.7160,0.4140,0.7670,0.8190
-28.2367,22.1267,0.0030,0.4270,1.6020,0.8060,1.5760,0.6180,0.5800
-26.3134,24.8506,0.0030,0.0000,0.1990,2.6680,0.1200,0.3800,1.1200
-26.3099,24.8653,0.0020,0.0000,0.2660,1.8700,0.0800,0.2740,0.8790
-26.3012,24.8793,0.0010,0.0000,0.1480,2.8540,0.1100,0.6000,0.6100
-26.3794,24.9179,0.0030,0.0000,2.4820,3.4240,0.1500,0.3300,2.3000
-26.5236,24.8558,0.0030,0.0000,0.8800,4.0400,0.1000,0.3800,2.1900
-26.5399,24.8325,0.0040,0.0000,1.1580,2.6030,0.1600,1.2800,2.3100
-26.7279,25.1004,0.0040,0.0000,1.1600,4.3440,0.2100,1.6300,5.7400
-25.9923,24.8449,0.0030,0.0000,0.0910,0.5600,0.1400,0.1420,0.0990
-25.9982,24.8345,0.0020,0.0000,0.0930,0.7930,0.0600,0.1360,0.2980
-26.0939,24.8796,0.0100,0.0000,10.1170,2.6620,0.1600,1.1600,5.0800
-26.1829,24.9073,0.0080,0.1050,2.3660,8.5100,0.2800,5.6100,2.5000
-26.1864,24.9108,0.0090,0.0000,0.8260,3.8520,0.0400,0.8700,2.1900
-25.5455,23.2434,0.0010,0.0000,0.0690,0.5280,0.0400,0.0860,0.1130
-25.5362,23.176,0.0030,0.0250,0.4900,2.2350,0.1100,0.5200,0.6200
-25.6669,23.4594,0.0020,0.0000,0.2110,1.1380,0.0400,0.1380,0.4610
-26.7175,23.4432,0.0310,0.1670,0.2810,0.3380,0.1900,0.2600,0.2400
-26.7046,23.4166,0.0010,0.0000,0.1520,0.9330,0.0400,0.0860,0.2870
-26.7215,23.5113,0.0010,0.0000,0.0810,0.9900,0.1100,0.2680,0.1930
-28.4328,24.4806,0.0070,0.2930,0.6740,0.7040,0.2130,0.6460,0.5130
-27.351,22.7808,0.0050,0.3000,0.1790,0.4920,0.2100,0.3990,0.6450
-28.9441,26.2895,0.0090,0.1080,0.4920,4.7950,0.1300,1.6800,0.5400
-28.9319,26.286,0.0150,0.0190,2.9040,8.7430,0.5600,2.4700,5.3700
-28.9369,26.2889,0.0040,0.0000,0.0740,10.5980,0.1400,0.5700,0.9300
-27.3066,23.6198,0.0110,0.2950,0.1370,0.3610,0.2770,0.1480,0.3030
-27.3655,23.5398,0.0030,0.3050,0.1270,0.4150,0.2470,0.1190,0.3440
-31.525,26.6083,0.0630,0.0000,2.1080,12.4840,34.0500,3.9300,4.2800
-31.4917,26.7417,0.0120,0.0000,2.0880,7.2510,0.6800,1.5000,3.0900
-31.7167,26.6,0.0100,0.0000,1.2310,6.4860,0.9300,2.1500,1.3200
-31.7417,26.5833,0.0100,0.0000,0.8610,3.9460,1.0600,1.5100,1.3700
-31.8833,26.6917,0.0330,0.0000,2.9990,9.3400,0.9400,5.7200,5.5500
-32.0333,26.4833,0.0360,0.0000,1.8590,1.8180,0.2700,3.4200,4.2600
-31.975,26.575,0.0120,0.0000,3.1310,1.3310,0.1500,4.1800,5.2200
-31.9333,26.6833,0.0140,0.0000,3.5110,4.4860,0.9300,4.6800,6.6700
-31.8167,26.7417,0.0140,0.0000,2.7980,6.0350,1.2900,8.9200,13.1500
-31.55,26.5333,0.0120,0.0000,1.5360,5.6980,0.3300,2.2400,4.6300
-31.5333,26.6333,0.0460,0.0000,6.4340,7.5910,0.6900,7.6200,11.3900
-31.5083,26.7667,0.0210,0.0000,1.9690,11.5060,0.7900,8.3900,2.1600
-31.7833,27.0833,0.0060,0.0000,0.3990,5.0380,0.2500,1.2700,0.8200
-31.6833,27.2167,0.0070,0.0000,0.3460,3.5670,0.1000,1.4500,0.7300
-25.2916,31.0253,0.0030,0.0000,0.0010,12.1180,0.2100,0.6900,0.3320
-24.9566,31.0877,0.0010,0.0000,0.0010,9.6120,0.2300,1.2100,0.6300
-24.9082,31.0485,0.0040,0.0000,0.0500,7.5190,0.3700,1.7700,0.2540
-24.7557,30.7841,0.0020,0.0000,0.0010,9.2500,0.3500,1.1600,1.0500
-24.5745,31.1303,0.0020,0.0000,0.0900,8.8220,0.1000,0.3700,2.0000
-24.6027,31.0832,0.0020,0.0000,0.0010,3.3490,0.3500,0.3000,0.3340
-25.3459,30.8658,0.0030,0.0000,0.0010,8.9880,0.3800,0.5800,0.5800
-25.3022,30.9839,0.0000,0.0000,0.0010,13.7320,0.0900,0.4800,0.1190
-25.21,30.9418,0.0000,0.0000,0.0010,8.9540,0.1700,0.8000,0.0540
-25.1215,30.9019,0.0070,0.0000,0.0010,6.9780,0.2400,0.4600,0.3090
-25.1982,30.7687,0.0020,0.0450,0.0930,12.2250,0.3000,1.9800,1.6800
-24.9516,30.9752,0.0320,0.1910,0.1190,1.6360,0.3300,0.9400,0.0370
-24.8189,30.9795,0.0000,0.0000,0.0010,3.2030,0.0200,0.3900,0.0770
-24.952,30.763,0.0040,0.0000,0.4510,7.0590,0.3900,7.2100,11.7800
-24.7466,30.8484,0.0010,0.0000,0.0110,12.7450,0.3800,2.3800,0.7800
-25.1917,30.7197,0.0060,0.0890,0.1780,14.1610,0.4500,3.5600,0.2440
-24.6767,30.936,0.0020,0.0000,0.0010,7.9990,1.7000,0.3900,0.0700
-24.6348,30.9359,0.0150,0.0000,0.0010,12.9090,0.7600,0.7400,0.0590
-24.7089,30.7928,0.0340,0.1810,0.3690,3.5030,0.6880,4.3140,5.9900
-24.793,30.7861,0.0380,0.2000,1.8840,4.2400,3.6220,7.9480,9.2190
-24.6665,30.6088,0.0110,0.0000,4.7800,10.4840,7.9200,5.3400,6.9600
-24.8865,30.5213,0.0380,0.2070,9.9040,3.4580,0.8280,12.6810,13.7790
-24.3533,31.1323,0.0140,0.0000,2.7020,8.9790,1.2100,3.1800,6.6700
-24.1046,30.8645,0.0500,0.1780,22.6610,0.7330,1.3980,7.7440,10.9850
-24.7319,30.9274,0.0010,0.0000,0.4320,10.1950,2.6600,5.5500,1.3400
-25.0851,30.3736,0.0330,0.1780,0.3230,3.5770,1.8350,2.3340,2.1830
-25.2308,30.352,0.0290,0.1530,0.1660,0.5680,0.4110,0.0050,0.6040
-25.1765,30.1955,0.0010,0.0140,0.0970,11.4250,0.4400,1.2800,0.7300
-24.0228,30.3638,0.0520,0.2150,37.2520,0.9690,1.6390,12.8970,15.4020
-24.0213,30.4221,0.0050,0.0010,5.5190,4.1130,0.8200,6.8200,8.9700
-23.9642,30.5652,0.0320,0.1640,0.3090,2.9970,0.4780,0.5550,1.0040
-24.1708,30.4079,0.0060,0.0010,1.5260,4.2690,1.3500,3.6100,5.0000
-24.0344,30.4359,0.0530,0.1900,17.9150,1.1960,1.4710,13.8080,11.2070
-23.8925,30.1715,0.0010,0.0010,0.0010,19.0210,0.4200,1.1900,0.0600
-23.8037,30.2211,0.0040,0.0010,0.0010,9.9980,5.5700,1.0600,0.8300
-23.7151,30.0991,0.0020,0.0010,0.0010,10.3350,0.2300,0.8400,0.0960
-23.7186,30.2126,0.0010,0.0010,0.0010,12.4150,0.2900,1.9300,0.3080
-23.7333,30.2194,0.0060,0.3130,0.0380,2.7590,0.3520,2.7280,0.8080
-23.7012,30.1927,0.0030,0.0010,0.0270,13.9390,0.2500,1.8800,0.1670
-23.9412,30.1832,0.0020,0.0010,0.0010,6.7880,1.2100,0.7500,0.1590
-23.5361,30.0778,0.0180,0.3200,4.1460,0.5590,0.1850,4.8700,6.5700
-23.3306,30.0111,0.0020,0.0010,0.0630,9.1970,0.3600,0.7600,1.1900
-23.3181,30.0181,0.0060,0.0010,2.9300,9.4080,0.2900,7.7600,11.5300
-23.6721,30.6097,0.0220,0.0010,3.3030,4.5820,0.3300,6.8400,9.2300
-23.6319,30.7125,0.0140,0.3270,0.9730,0.4830,0.6400,4.0100,2.7200
-23.0793,30.0861,0.0030,0.0010,0.1720,13.5960,0.3400,5.2600,8.8800
-23.1458,30.0667,0.0100,0.4760,4.5690,2.0980,1.1180,7.0500,5.4150
-27.1059,27.3014,0.0120,0.0010,1.5830,13.4780,0.2600,2.8200,3.7000
-27.2001,27.2483,0.0100,0.0240,2.4790,7.2210,1.3800,2.7400,3.9200
-27.2137,27.1602,0.0110,0.0800,1.5890,4.8940,0.2800,3.8600,1.8700
-27.475,26.8699,0.0100,0.1600,2.8220,3.0570,0.1800,3.7400,4.1100
-27.465,26.8817,0.0210,0.1260,4.6270,2.6720,0.4800,5.1400,7.9000
-26.3847,26.3488,0.0090,0.0790,1.9150,7.2910,0.1200,2.2700,7.5800
